Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,0,,
Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Dunlap,TN,4170,40170,Other Publicly-Owned or Privately Chartered Corporation,Reduced Reporter,"66,777 ",16,MB,DO,9,,$0.26 ,,0.03 ,,$34.26 ,,3.6 ,,$9.50 ,,$0.00 ,,,"$14,846 ",,"$542,058 ",,"57,044 ",,"15,820 ",,0 ,,"165,573 ",,No,,,,,,
Los Angeles County Department of Public Works - East L.A.,Alhambra,CA,,90271,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",16,MB,PT,9,,$0.14 ,,0.02 ,,$67.71 ,,9.3 ,,$7.29 ,,$0.00 ,,,"$37,789 ",,"$1,985,173 ",,"272,415 ",,"29,317 ",,0 ,,"240,616 ",,No,,,,,,
Productive Alternatives,Fergus Falls,MN,5R04-064,5R04-50504,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,DR,DO,9,,$0.39 ,,0.01 ,,$65.19 ,,1.5 ,,$42.34 ,,$0.00 ,,,"$11,276 ",,"$1,223,054 ",,"28,885 ",,"18,760 ",,0 ,,"159,394 ",,No,,,,,,
Tahoe Transportation District,Zephyr Cove,NV,9R02-137,91092,Independent Public Agency or Authority of Transit Service,Full Reporter,"210,000 ",16,MB,DO,8,,$0.00 ,,0.00 ,,$153.07 ,,11.8 ,,$13.02 ,,$4.48 ,,,$0 ,,"$2,935,051 ",,"225,452 ",,"19,174 ",,"655,623 ",,"238,685 ",,No,,,,,,
Fremont County Association of Governments,Riverton,WY,8R05-008,8R05-80121,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,DR,DO,8,,$5.40 ,,0.11 ,,$92.29 ,,1.9 ,,$49.23 ,,$0.00 ,,,"$60,392 ",,"$550,778 ",,"11,187 ",,"5,968 ",,0 ,,"163,632 ",,No,,,,,,
"Mountain Area Regional Transit Authority, dba: Mountain Transit",Big Bear Lake,CA,9R02-050,9R02-91012,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,MB,DO,8,,$2.40 ,,0.11 ,,$107.99 ,,5.0 ,,$21.59 ,,$0.00 ,,,"$216,962 ",,"$1,949,472 ",,"90,310 ",,"18,052 ",,0 ,,"292,702 ",,No,,,,,,
City of Quincy,Quincy,IL,5R01-018,5R01-50258,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,MB,DO,8,,$0.19 ,,0.03 ,,$66.37 ,,8.7 ,,$7.62 ,,$0.00 ,,,"$49,439 ",,"$1,973,851 ",,"259,080 ",,"29,739 ",,0 ,,"367,802 ",,No,,,,,,
City of San Marcos,San Marcos,TX,,66343,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"52,826 ",16,MB,PT,8,,$0.00 ,,0.00 ,,$78.47 ,,2.9 ,,$27.06 ,,$0.00 ,,,$62 ,,"$1,210,499 ",,"44,740 ",,"15,426 ",,0 ,,"223,201 ",,No,,,,,,
"County of Muskegon, dba: Muskegon Area Transit System",Muskegon,MI,5037,50037,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"161,280 ",16,MB,DO,8,,$0.55 ,,0.03 ,,$122.06 ,,6.7 ,,$18.32 ,,$0.00 ,,,"$78,790 ",,"$2,637,945 ",,"144,019 ",,"21,612 ",,0 ,,"286,390 ",,No,,,,,,
Fremont County Association of Governments,Riverton,WY,8R05-008,8R05-80121,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,MB,DO,8,,$0.00 ,,0.00 ,,$71.07 ,,1.1 ,,$65.72 ,,$0.00 ,,,$0 ,,"$235,671 ",,"3,586 ",,"3,316 ",,0 ,,"80,831 ",,No,,,,,,
City of Quincy,Quincy,IL,5R01-018,5R01-50258,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,DR,DO,8,,$0.43 ,,0.01 ,,$68.62 ,,0.8 ,,$82.30 ,,$0.00 ,,,"$5,938 ",,"$1,143,904 ",,"13,899 ",,"16,671 ",,0 ,,"163,800 ",,No,,,,,,
Michiana Area Council of Governments,South Bend,IN,5149,50149,"MPO, COG or Other Planning Agency",Full Reporter,"143,592 ",16,DR,PT,7,,$1.44 ,,0.04 ,,$58.42 ,,1.8 ,,$32.71 ,,$5.73 ,,,"$40,105 ",,"$912,107 ",,"27,885 ",,"15,614 ",,"159,222 ",,"249,578 ",,No,,,,,,
Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Dunlap,TN,4170,40170,Other Publicly-Owned or Privately Chartered Corporation,Reduced Reporter,"66,777 ",16,DR,DO,7,,$0.83 ,,0.02 ,,$42.73 ,,0.9 ,,$46.17 ,,$0.00 ,,,"$9,394 ",,"$520,318 ",,"11,270 ",,"12,176 ",,0 ,,"107,303 ",,No,,,,,,
Productive Alternatives,Fergus Falls,MN,5R04-064,5R04-50504,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,MB,DO,7,,$0.33 ,,0.02 ,,$40.16 ,,2.2 ,,$18.35 ,,$0.00 ,,,"$9,415 ",,"$529,402 ",,"28,853 ",,"13,182 ",,0 ,,"125,438 ",,No,,,,,,
El Dorado County Transit Authority,Diamond Springs,CA,9229,90229,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"1,723,634 ",16,MB,DO,7,,$0.96 ,,0.02 ,,$208.19 ,,3.9 ,,$52.93 ,,$0.00 ,,,"$85,887 ",,"$4,730,591 ",,"89,383 ",,"22,723 ",,0 ,,"430,946 ",,No,,,,,,
Los Angeles County Department of Public Works - East L.A.,Alhambra,CA,,90271,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",16,DR,PT,7,,$0.00 ,,0.00 ,,$85.53 ,,1.5 ,,$55.30 ,,$0.00 ,,,$0 ,,"$245,056 ",,"4,431 ",,"2,865 ",,0 ,,"21,761 ",,No,,,,,,
City of Bowling Green,Bowling Green,KY,4184,40184,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"78,306 ",16,DR,PT,6,,$0.13 ,,0.00 ,,$123.42 ,,2.4 ,,$51.71 ,,$0.00 ,,,"$1,051 ",,"$434,576 ",,"8,404 ",,"3,521 ",,0 ,,"41,659 ",,No,,,,,,
Twin Transit,Centralia,WA,0R03-025,0R03-00364,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,DR,DO,6,,$1.82 ,,0.10 ,,$14.03 ,,0.8 ,,$18.44 ,,$0.00 ,,,"$12,464 ",,"$126,588 ",,"6,864 ",,"9,022 ",,0 ,,"75,461 ",,No,,,,,,
"Indiana County Transit Authority, dba: IndiGO",Indiana,PA,3R04-008,3R04-30177,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,DR,DO,6,,$21.36 ,,0.68 ,,$74.01 ,,2.4 ,,$31.39 ,,$0.00 ,,,"$383,239 ",,"$563,102 ",,"17,939 ",,"7,608 ",,0 ,,"164,433 ",,No,,,,,,
"Board of County Commissioners of Calvert County, Maryland",Prince Frederick,MD,3R03-005,30131,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"58,875 ",16,DR,DO,6,,$1.78 ,,0.01 ,,$60.71 ,,0.5 ,,$132.49 ,,$0.00 ,,,"$7,590 ",,"$565,223 ",,"4,266 ",,"9,310 ",,0 ,,"79,729 ",,No,,,,,,
City of Cerritos,Cerritos,CA,,90259,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",16,MB,PT,6,,$0.19 ,,0.00 ,,$106.58 ,,2.1 ,,$51.88 ,,$0.00 ,,,"$2,945 ",,"$820,352 ",,"15,811 ",,"7,697 ",,0 ,,"102,412 ",,No,,,,,,
El Dorado County Transit Authority,Diamond Springs,CA,9229,90229,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"1,723,634 ",16,DR,DO,5,,$8.32 ,,0.05 ,,$210.98 ,,1.2 ,,$174.13 ,,$0.00 ,,,"$68,416 ",,"$1,431,685 ",,"8,222 ",,"6,786 ",,0 ,,"134,402 ",,No,,,,,,
"Lorain County, dba: Lorain County Transit",Elyria,OH,5095,50095,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"180,956 ",16,MB,PT,5,,$1.33 ,,0.04 ,,$72.02 ,,2.0 ,,$36.71 ,,$0.00 ,,,"$25,030 ",,"$688,844 ",,"18,766 ",,"9,564 ",,0 ,,"120,214 ",,No,,,,,,
"County of Muskegon, dba: Muskegon Area Transit System",Muskegon,MI,5037,50037,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"161,280 ",16,DR,PT,5,,$1.91 ,,0.05 ,,$88.97 ,,2.1 ,,$42.06 ,,$0.00 ,,,"$12,046 ",,"$264,599 ",,"6,291 ",,"2,974 ",,0 ,,"42,834 ",,No,,,,,,
Imperial County Transportation Commission,El Centro,CA,9226,90226,Independent Public Agency or Authority of Transit Service,Full Reporter,"107,672 ",16,DR,PT,5,,$2.48 ,,0.02 ,,$200.20 ,,1.2 ,,$165.73 ,,$6.22 ,,,"$15,342 ",,"$1,026,013 ",,"6,191 ",,"5,125 ",,"165,084 ",,"120,562 ",,No,,,,,,
Muskogee County Public Transit Authority,Muskogee,OK,6R04-015,6R04-60203,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,MB,DO,5,,$0.78 ,,0.03 ,,$66.64 ,,2.6 ,,$25.37 ,,$0.00 ,,,"$12,225 ",,"$399,128 ",,"15,735 ",,"5,989 ",,0 ,,"99,121 ",,No,,,,,,
Tahoe Transportation District,Zephyr Cove,NV,9R02-137,91092,Independent Public Agency or Authority of Transit Service,Full Reporter,"210,000 ",16,CB,DO,5,,$0.00 ,,0.00 ,,$308.82 ,,3.2 ,,$95.33 ,,$6.86 ,,,$0 ,,"$2,333,749 ",,"24,480 ",,"7,557 ",,"340,333 ",,"191,165 ",,No,,,,,,
"Mountain Area Regional Transit Authority, dba: Mountain Transit",Big Bear Lake,CA,9R02-050,9R02-91012,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,CB,DO,4,,$4.67 ,,0.06 ,,$122.90 ,,1.5 ,,$82.76 ,,$0.00 ,,,"$27,033 ",,"$478,696 ",,"5,784 ",,"3,895 ",,0 ,,"86,036 ",,No,,,,,,
City of San Marcos,San Marcos,TX,,66343,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"52,826 ",16,CB,PT,4,,$3.15 ,,0.09 ,,$89.59 ,,2.5 ,,$35.38 ,,$0.00 ,,,"$18,998 ",,"$213,399 ",,"6,031 ",,"2,382 ",,0 ,,"74,391 ",,No,,,,,,
El Dorado County Transit Authority,Diamond Springs,CA,9229,90229,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"1,723,634 ",16,CB,DO,4,,$4.81 ,,0.07 ,,$241.00 ,,3.7 ,,$65.91 ,,$0.00 ,,,"$56,067 ",,"$767,587 ",,"11,646 ",,"3,185 ",,0 ,,"97,927 ",,No,,,,,,
Ashtabula County Transportation System,Jefferson,OH,5R05-042,5R05-50390,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,MB,PT,4,,$0.93 ,,0.08 ,,$36.55 ,,3.2 ,,$11.49 ,,$0.00 ,,,"$18,045 ",,"$222,163 ",,"19,337 ",,"6,078 ",,0 ,,"73,000 ",,No,,,,,,
"City of Eureka Springs Transit (EST), dba: Eureka Springs Transit",Eureka Springs,AR,6R01-003,6R01-60161,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,DR,DO,4,,$3.63 ,,0.21 ,,$27.62 ,,1.6 ,,$17.09 ,,$0.00 ,,,"$13,716 ",,"$64,528 ",,"3,776 ",,"2,336 ",,0 ,,"43,774 ",,No,,,,,,
Lawrence County Port Authority,South Point,OH,5186,50186,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"202,637 ",16,MB,PT,4,,$0.33 ,,0.01 ,,$78.12 ,,1.2 ,,$65.57 ,,$0.00 ,,,"$2,176 ",,"$431,224 ",,"6,577 ",,"5,520 ",,0 ,,"96,394 ",,No,,,,,,
"Mountain Area Regional Transit Authority, dba: Mountain Transit",Big Bear Lake,CA,9R02-050,9R02-91012,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,DR,DO,4,,$4.96 ,,0.06 ,,$108.81 ,,1.4 ,,$77.27 ,,$0.00 ,,,"$56,727 ",,"$884,643 ",,"11,448 ",,"8,130 ",,0 ,,"95,819 ",,No,,,,,,
City of San Marcos,San Marcos,TX,,66343,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"52,826 ",16,DR,PT,4,,$0.00 ,,0.00 ,,$90.56 ,,1.5 ,,$60.93 ,,$0.00 ,,,$1 ,,"$440,114 ",,"7,223 ",,"4,860 ",,0 ,,"39,875 ",,No,,,,,,
Tahoe Transportation District,Zephyr Cove,NV,9R02-137,91092,Independent Public Agency or Authority of Transit Service,Full Reporter,"210,000 ",16,DR,DO,3,,$0.00 ,,0.00 ,,$141.33 ,,1.8 ,,$77.65 ,,$12.62 ,,,$0 ,,"$583,263 ",,"7,511 ",,"4,127 ",,"46,205 ",,"47,777 ",,No,,,,,,
"County of Muskegon, dba: Muskegon Area Transit System",Muskegon,MI,5037,50037,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"161,280 ",16,DR,DO,3,,$1.28 ,,0.01 ,,$180.53 ,,1.8 ,,$102.86 ,,$0.00 ,,,"$7,628 ",,"$610,914 ",,"5,939 ",,"3,384 ",,0 ,,"30,967 ",,No,,,,,,
Chillicothe Transit System,Chillicothe,OH,5R05-047,5R05-50429,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,MB,DO,3,,$0.56 ,,0.01 ,,$247.13 ,,5.7 ,,$43.31 ,,$0.00 ,,,"$38,111 ",,"$2,959,400 ",,"68,323 ",,"11,975 ",,0 ,,"257,989 ",,No,,,,,,
"Mid-County Transit Authority, dba: Town and Country Transit",Kittanning,PA,3R04-013,3R04-30194,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,MB,DO,3,,$0.93 ,,0.04 ,,$109.33 ,,5.1 ,,$21.49 ,,$0.00 ,,,"$21,561 ",,"$497,900 ",,"23,168 ",,"4,554 ",,0 ,,"75,998 ",,No,,,,,,
Cortland County,Cortland,NY,2R02-055,2R02-20958,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,DR,PT,2,,$5.65 ,,0.09 ,,$87.36 ,,1.4 ,,$62.22 ,,$0.00 ,,,"$5,045 ",,"$55,560 ",,893 ,,636 ,,0 ,,"6,548 ",,No,,,,,,
Sanilac County Board of Commissioners,Sandusky,MI,5R03-062,5R03-50346,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,DR,DO,16,,$0.66 ,,0.03 ,,$77.32 ,,3.4 ,,$22.94 ,,$0.00 ,,,"$33,493 ",,"$1,167,356 ",,"50,883 ",,"15,098 ",,0 ,,"357,332 ",,No,,,,,,
Wilmington Transit System,Wilmington,OH,5R05-076,5R05-50316,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,DR,DO,16,,$1.88 ,,0.14 ,,$41.26 ,,3.1 ,,$13.12 ,,$0.00 ,,,"$182,202 ",,"$1,271,533 ",,"96,880 ",,"30,819 ",,0 ,,"353,649 ",,No,,,,,,
Antrim County Transportation,Bellaire,MI,5R03-007,5R03-50452,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,DR,DO,16,,$0.92 ,,0.02 ,,$79.54 ,,2.1 ,,$37.37 ,,$0.00 ,,,"$17,243 ",,"$703,536 ",,"18,824 ",,"8,845 ",,0 ,,"177,602 ",,No,,,,,,
Thomas County Transit,Thomasville,GA,4R03-063,4R03-41185,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,DR,DO,16,,$0.59 ,,0.02 ,,$49.50 ,,2.1 ,,$24.07 ,,$0.00 ,,,"$20,733 ",,"$851,238 ",,"35,367 ",,"17,196 ",,0 ,,"251,706 ",,No,,,,,,
Tangipahoa Voluntary Council on Aging,Amite,LA,6R02-025,60196,Area Agency on Aging,Reduced Reporter,"67,629 ",16,DR,DO,16,,$1.53 ,,0.01 ,,$251.80 ,,1.3 ,,$188.25 ,,$0.00 ,,,"$4,957 ",,"$610,114 ",,"3,241 ",,"2,423 ",,0 ,,"67,925 ",,No,,,,,,
RTS Livingston ,Rochester,NY,2R02-030,2R02-20962,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,MB,DO,16,,$0.63 ,,0.01 ,,$131.02 ,,2.2 ,,$59.61 ,,$0.00 ,,,"$17,667 ",,"$1,680,414 ",,"28,189 ",,"12,826 ",,0 ,,"201,119 ",,No,,,,,,
"City of St. Joseph, Missouri, dba: St. Joseph Transit",Saint Joseph,MO,7032,70032,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"81,176 ",16,MB,DO,16,,$0.88 ,,0.04 ,,$90.15 ,,3.8 ,,$23.71 ,,$0.00 ,,,"$215,840 ",,"$5,841,716 ",,"246,391 ",,"64,798 ",,0 ,,"801,801 ",,No,,,,,,
Alabama Tombigbee Regional Planning Commission,Camden,AL,4R01-007,4R01-41084,"MPO, COG or Other Planning Agency",Rural Reporter,0 ,16,DR,DO,16,,$0.39 ,,0.02 ,,$86.07 ,,4.7 ,,$18.45 ,,$0.00 ,,,"$18,922 ",,"$897,033 ",,"48,614 ",,"10,422 ",,0 ,,"200,362 ",,No,,,,,,
Navajo Nation,Fort Defiance,AZ,9T05,90005,Tribe,Reduced Reporter,0 ,16,CB,DO,16,,$0.00 ,,0.00 ,,$459.60 ,,1.7 ,,$267.05 ,,$0.00 ,,,$0 ,,"$1,817,266 ",,"6,805 ",,"3,954 ",,0 ,,"143,708 ",,No,,,,,,
"Sawyer County/LCO Transit Commission, dba: Namekagon Transit",Hayward,WI,5R06-007,5R06-50507,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,DR,DO,16,,$4.10 ,,0.12 ,,$59.29 ,,1.8 ,,$33.29 ,,$0.00 ,,,"$239,559 ",,"$1,944,547 ",,"58,404 ",,"32,795 ",,0 ,,"570,442 ",,No,,,,,,
Enid Public Transportation Authority,Enid,OK,6R04-021,6R04-60227,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,DR,DO,16,,$1.46 ,,0.10 ,,$30.66 ,,2.1 ,,$14.95 ,,$0.00 ,,,"$51,603 ",,"$529,063 ",,"35,395 ",,"17,257 ",,0 ,,"177,138 ",,No,,,,,,
Barry County Transit,Hastings,MI,5R03-009,5R03-50355,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,DR,DO,16,,$1.72 ,,0.06 ,,$68.46 ,,2.6 ,,$26.54 ,,$0.00 ,,,"$90,016 ",,"$1,391,380 ",,"52,430 ",,"20,323 ",,0 ,,"325,910 ",,No,,,,,,
Shiawassee Area Transportation Agency,Owosso,MI,5R03-065,5R03-50227,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,DR,DO,16,,$1.54 ,,0.07 ,,$33.56 ,,1.6 ,,$20.51 ,,$0.00 ,,,"$78,876 ",,"$1,053,187 ",,"51,340 ",,"31,378 ",,0 ,,"527,013 ",,No,,,,,,
"Lancaster County Council on Aging, dba: Lancaster Area Ride Service",Lancaster,SC,4237,40237,Private-Non-Profit Corporation,Reduced Reporter,"1,249,442 ",16,DR,DO,16,,$0.55 ,,0.02 ,,$51.63 ,,1.8 ,,$28.02 ,,$0.00 ,,,"$15,651 ",,"$792,118 ",,"28,265 ",,"15,343 ",,0 ,,"296,644 ",,No,,,,,,
"South Central Community Action Agency, Inc.",Mendenhall,MS,4R05-015,4R05-40922,Private-Non-Profit Corporation,Rural Reporter,0 ,16,DR,DO,16,,$2.58 ,,0.06 ,,$37.73 ,,0.9 ,,$42.84 ,,$0.00 ,,,"$47,333 ",,"$785,424 ",,"18,334 ",,"20,816 ",,0 ,,"412,841 ",,No,,,,,,
Lenoir County,Kinston,NC,4R06-027,4R06-41162,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,DR,DO,16,,$1.91 ,,0.10 ,,$46.22 ,,2.4 ,,$19.50 ,,$0.00 ,,,"$110,661 ",,"$1,131,814 ",,"58,055 ",,"24,486 ",,0 ,,"625,160 ",,No,,,,,,
Liberty County Board of County Commissioners,Bristol,FL,4R02-021,4R02-40923,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,DR,DO,16,,$9.09 ,,0.12 ,,$115.44 ,,1.5 ,,$77.91 ,,$0.00 ,,,"$67,993 ",,"$582,736 ",,"7,480 ",,"5,048 ",,0 ,,"167,020 ",,No,,,,,,
Nantucket Regional Transit Authority,Nantucket,MA,1R02-004,1R02-10162,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,MB,PT,15,,$2.64 ,,0.14 ,,$112.96 ,,6.1 ,,$18.66 ,,$0.00 ,,,"$376,323 ",,"$2,664,553 ",,"142,792 ",,"23,589 ",,0 ,,"260,651 ",,No,,,,,,
Vermont Association for the Blind and Visually Impaired,South Burlington,VT,1R06-012,1R06-10174,Private-Non-Profit Corporation,Rural Reporter,0 ,16,DR,DO,15,,$0.00 ,,0.00 ,,$44.25 ,,0.6 ,,$71.08 ,,$0.00 ,,,$0 ,,"$93,328 ",,"1,313 ",,"2,109 ",,0 ,,"36,502 ",,No,,,,,,
Chatham Transit Network,Pittsboro,NC,4R06-007,4R06-41004,Private-Non-Profit Corporation,Rural Reporter,0 ,16,DR,DO,15,,$1.48 ,,0.05 ,,$42.68 ,,1.3 ,,$32.13 ,,$0.00 ,,,"$59,966 ",,"$1,305,479 ",,"40,627 ",,"30,591 ",,0 ,,"612,418 ",,No,,,,,,
Cortland County,Cortland,NY,2R02-055,2R02-20958,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,MB,PT,14,,$0.32 ,,0.01 ,,$84.29 ,,3.4 ,,$24.46 ,,$0.00 ,,,"$25,552 ",,"$1,951,587 ",,"79,773 ",,"23,154 ",,0 ,,"328,137 ",,No,,,,,,
"Mid-County Transit Authority, dba: Town and Country Transit",Kittanning,PA,3R04-013,3R04-30194,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,DR,DO,13,,$21.40 ,,0.31 ,,$185.26 ,,2.7 ,,$69.09 ,,$0.00 ,,,"$169,148 ",,"$546,148 ",,"7,905 ",,"2,948 ",,0 ,,"61,861 ",,No,,,,,,
Chillicothe Transit System,Chillicothe,OH,5R05-047,5R05-50429,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,DR,DO,13,,$0.13 ,,0.00 ,,$304.62 ,,7.0 ,,$43.39 ,,$0.00 ,,,"$9,014 ",,"$2,925,311 ",,"67,424 ",,"9,603 ",,0 ,,"63,375 ",,No,,,,,,
Lawrence County Port Authority,South Point,OH,5186,50186,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"202,637 ",16,DR,PT,12,,$17.99 ,,0.28 ,,$62.04 ,,1.0 ,,$64.82 ,,$0.00 ,,,"$135,404 ",,"$487,908 ",,"7,527 ",,"7,864 ",,0 ,,"116,193 ",,No,,,,,,
"City of Eureka Springs Transit (EST), dba: Eureka Springs Transit",Eureka Springs,AR,6R01-003,6R01-60161,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,MB,DO,12,,$1.98 ,,0.17 ,,$123.07 ,,10.7 ,,$11.53 ,,$0.00 ,,,"$168,333 ",,"$982,587 ",,"85,202 ",,"7,984 ",,0 ,,"103,752 ",,No,,,,,,
Ashtabula County Transportation System,Jefferson,OH,5R05-042,5R05-50390,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,16,DR,PT,12,,$0.65 ,,0.02 ,,$81.33 ,,2.2 ,,$37.22 ,,$0.00 ,,,"$19,998 ",,"$1,145,132 ",,"30,770 ",,"14,080 ",,0 ,,"246,897 ",,No,,,,,,
Muskogee County Public Transit Authority,Muskogee,OK,6R04-015,6R04-60203,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,DR,DO,11,,$1.35 ,,0.05 ,,$36.74 ,,1.4 ,,$26.67 ,,$0.00 ,,,"$30,286 ",,"$598,752 ",,"22,448 ",,"16,299 ",,0 ,,"179,354 ",,No,,,,,,
Imperial County Transportation Commission,El Centro,CA,9226,90226,Independent Public Agency or Authority of Transit Service,Full Reporter,"107,672 ",16,MB,PT,11,,$0.05 ,,0.00 ,,$111.53 ,,9.7 ,,$11.44 ,,$1.15 ,,,"$13,520 ",,"$2,927,584 ",,"255,849 ",,"26,250 ",,"2,535,463 ",,"523,001 ",,No,,,,,,
"Lorain County, dba: Lorain County Transit",Elyria,OH,5095,50095,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"180,956 ",16,DR,PT,11,,$1.78 ,,0.03 ,,$73.14 ,,1.2 ,,$58.84 ,,$0.00 ,,,"$48,670 ",,"$1,607,303 ",,"27,316 ",,"21,977 ",,0 ,,"291,391 ",,No,,,,,,
City of Cerritos,Cerritos,CA,,90259,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",16,DR,PT,10,,$0.91 ,,0.05 ,,$72.48 ,,3.8 ,,$19.25 ,,$0.00 ,,,"$9,214 ",,"$195,416 ",,"10,152 ",,"2,696 ",,0 ,,"27,863 ",,No,,,,,,
Twin Transit,Centralia,WA,0R03-025,0R03-00364,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,MB,DO,10,,$0.17 ,,0.00 ,,$232.34 ,,5.2 ,,$44.69 ,,$0.00 ,,,"$16,239 ",,"$4,216,227 ",,"94,337 ",,"18,147 ",,0 ,,"356,087 ",,No,,,,,,
"Indiana County Transit Authority, dba: IndiGO",Indiana,PA,3R04-008,3R04-30177,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,16,MB,DO,10,,$3.04 ,,0.15 ,,$89.04 ,,4.3 ,,$20.70 ,,$0.00 ,,,"$358,828 ",,"$2,441,739 ",,"117,949 ",,"27,422 ",,0 ,,"375,477 ",,No,,,,,,
"Board of County Commissioners of Calvert County, Maryland",Prince Frederick,MD,3R03-005,30131,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"58,875 ",16,MB,DO,10,,$0.98 ,,0.05 ,,$53.46 ,,2.9 ,,$18.67 ,,$0.00 ,,,"$54,985 ",,"$1,049,701 ",,"56,222 ",,"19,635 ",,0 ,,"421,565 ",,No,,,,,,
City of Bowling Green,Bowling Green,KY,4184,40184,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"78,306 ",16,MB,PT,10,,$0.06 ,,0.00 ,,$72.05 ,,3.3 ,,$21.86 ,,$0.00 ,,,"$2,703 ",,"$1,029,720 ",,"47,104 ",,"14,291 ",,0 ,,"174,304 ",,No,,,,,,
