"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","mode","mode_name","type_of_service","mode_voms","fare_revenues_per_unlinked","fare_revenues_per_unlinked_1","fare_revenues_per_total","fare_revenues_per_total_1","cost_per_hour","cost_per_hour_questionable","passengers_per_hour","passengers_per_hour_1","cost_per_passenger","cost_per_passenger_1","cost_per_passenger_mile","cost_per_passenger_mile_1","fare_revenues_earned","fare_revenues_earned_1","total_operating_expenses","total_operating_expenses_1","unlinked_passenger_trips","unlinked_passenger_trips_1","vehicle_revenue_hours","vehicle_revenue_hours_1","passenger_miles","passenger_miles_questionable","vehicle_revenue_miles","vehicle_revenue_miles_1"
"SouthWest Transit","Eden Prairie","MN","50518","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","57628","Minneapolis--St. Paul, MN","2914866","42","MB","Bus","PT","20","2.5906",,"0.0711",,"499.9448",,"13.729",,"36.4153",,"1.8144",,"677490",,"9523448",,"261523",,"19049",,"5248767",,"478424",
"SouthWest Transit","Eden Prairie","MN","50518","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","57628","Minneapolis--St. Paul, MN","2914866","42","DR","Demand Response","PT","22","3.6663",,"0.2166",,"41.4049",,"2.4466",,"16.9233",,"1.8256",,"408933",,"1887608",,"111539",,"45589",,"1033967",,"1098048",
"Minnesota Valley Transit Authority","Burnsville","MN","50519","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","57628","Minneapolis--St. Paul, MN","2914866","91","DR","Demand Response","PT","13","0.8725",,"0.0289",,"73.0884",,"2.4228",,"30.1674",,"6.7068",,"76641",,"2649965",,"87842",,"36257",,"395115",,"589643",
"Minnesota Valley Transit Authority","Burnsville","MN","50519","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","57628","Minneapolis--St. Paul, MN","2914866","91","MB","Bus","PT","78","2.1539",,"0.0662",,"193.2131",,"5.9347",,"32.5563",,"2.9786",,"1963874",,"29683910",,"911773",,"153633",,"9965746",,"3062719",
"Arrowhead Economic Opportunity Agency, Inc.","Virginia","MN","50520","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"106","DR","Demand Response","DO","29","1.5032",,"0.0686",,"70.6776",,"3.2248",,"21.9167",,"0",,"301535",,"4396428",,"200597",,"62204",,"0",,"639704",
"Arrowhead Economic Opportunity Agency, Inc.","Virginia","MN","50520","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"106","MB","Bus","DO","77","5.0875",,"0.2114",,"84.6869",,"3.5193",,"24.0638",,"0",,"1390998",,"6579409",,"273415",,"77691",,"0",,"1724900",
"Chicago Water Taxi (Wendella)","Chicago","IL","50521","Private-For-Profit Corporation","Full Reporter","2022","16264","Chicago, IL--IN","8671746","2","FB","Ferryboat","DO","2","8.4124",,"0.6743",,"704.32",,"56.4533",,"12.4761",,"6.9314",,"142473",,"211296",,"16936",,"300",,"30484",,"600",
"Lake Erie Transportation Commission, dba: Lake Erie Transit",,"MI","50522","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","58357","Monroe, MI","57260","21","DR","Demand Response","DO","13","0.9029",,"0.0211",,"141.8267",,"3.308",,"42.8734",,"8.0947",,"57462",,"2728463",,"63640",,"19238",,"337068",,"250085",
"Lake Erie Transportation Commission, dba: Lake Erie Transit",,"MI","50522","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","58357","Monroe, MI","57260","21","MB","Bus","DO","8","0.7191",,"0.039",,"116.3635",,"6.3158",,"18.4242",,"5.9466",,"91225",,"2337277",,"126859",,"20086",,"393046",,"235591",
"Sault Ste. Marie Tribe of Chippewa Indians","Sault Sainte Marie","MI","50523","Tribe","Reduced Reporter","2022","00026","Michigan Non-UZA","3418966","3","DR","Demand Response","DO","3","0",,"0",,"91.3033",,"0.3842",,"237.6659",,"0",,"0",,"109564",,"461",,"1200",,"0",,"19350",
"YWCA Madison Inc.","Madison","WI","50524","Private-Non-Profit Corporation","Reduced Reporter","2022","53200","Madison, WI","450305","7","DR","Demand Response","DO","7","6.5027",,"0.1413",,"67.5582",,"1.4684",,"46.0074",,"0",,"112483",,"795836",,"17298",,"11780",,"0",,"184450",
"Hamilton County","Noblesville","IN","50525","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","41212","Indianapolis, IN","1699881","15","DR","Demand Response","PT","15","4.2111",,"0.1299",,"59.8999",,"1.8478",,"32.4176",,"0",,"128086",,"986013",,"30416",,"16461",,"0",,"228133",
"Grand Portage Reservation Tribal Council","Grand Portage","MN","55222","Tribe","Reduced Reporter","2022","00027","Minnesota Non-UZA","2336986","16","DR","Demand Response","DO","16","0",,"0",,"30.1939",,"2.0537",,"14.7021",,"0",,"0",,"74760",,"5085",,"2476",,"0",,"100754",
"Menominee Indian Tribe of Wisconsin","Keshena","WI","55228","Tribe","Reduced Reporter","2022","00055","Wisconsin Non-UZA","2782206","31","DR","Demand Response","DO","19","0.6538",,"0.0117",,"116.9811",,"2.0942",,"55.8609",,"0",,"35365",,"3021739",,"54094",,"25831",,"0",,"505602",
"Menominee Indian Tribe of Wisconsin","Keshena","WI","55228","Tribe","Reduced Reporter","2022","00055","Wisconsin Non-UZA","2782206","31","MB","Bus","DO","12","0.7761",,"0.0241",,"84.3412",,"2.6223",,"32.1635",,"0",,"33472",,"1387244",,"43131",,"16448",,"0",,"348622",
"Red Lake Band of the Chippewa","Redlake","MN","55234","Tribe","Reduced Reporter","2022","00027","Minnesota Non-UZA","2336986","8","MB","Bus","DO","3","1.1158",,"0.016",,"104.6107",,"1.5002",,"69.7302",,"0",,"7590",,"474305",,"6802",,"4534",,"0",,"70831",
"Red Lake Band of the Chippewa","Redlake","MN","55234","Tribe","Reduced Reporter","2022","00027","Minnesota Non-UZA","2336986","8","DR","Demand Response","DO","5","0.4959",,"0.016",,"46.4936",,"1.5002",,"30.9912",,"0",,"5060",,"316203",,"10203",,"6801",,"0",,"106248",
"Lac Courte Oreilles Band of Ojibwe","Hayward","WI","55240","Tribe","Reduced Reporter","2022","00055","Wisconsin Non-UZA","2782206","2","DR","Demand Response","DO","2","1.1108",,"0.0371",,"62.5869",,"2.0904",,"29.9396",,"0",,"4981",,"134249",,"4484",,"2145",,"0",,"36664",
"Fond du Lac Reservation","Carlton","MN","55246","Tribe","Reduced Reporter","2022","00027","Minnesota Non-UZA","2336986","6","DR","Demand Response","DO","5","0.7702",,"0.0173",,"71.344",,"1.6061",,"44.4203",,"0",,"10970",,"632679",,"14243",,"8868",,"0",,"133441",
"Fond du Lac Reservation","Carlton","MN","55246","Tribe","Reduced Reporter","2022","00027","Minnesota Non-UZA","2336986","6","MB","Bus","DO","1","0",,"0",,"33.8099",,"0.2205",,"153.3103",,"0",,"0",,"17784",,"116",,"526",,"0",,"12312",
"Bois Forte Reservation Tribal Council","Orr","MN","55252","Tribe","Reduced Reporter","2022","00027","Minnesota Non-UZA","2336986","11","CB","Commuter Bus","DO","3","12.3293",,"0.1271",,"105.3336",,"1.0855",,"97.0328",,"0",,"29726",,"233946",,"2411",,"2221",,"0",,"67906",
"Bois Forte Reservation Tribal Council","Orr","MN","55252","Tribe","Reduced Reporter","2022","00027","Minnesota Non-UZA","2336986","11","DR","Demand Response","DO","8","5.4613",,"0.1407",,"67.9597",,"1.7504",,"38.8247",,"0",,"123796",,"880078",,"22668",,"12950",,"0",,"367142",
"Leech Lake Band of Ojibwe","Cass Lake","MN","55258","Tribe","Reduced Reporter","2022","00027","Minnesota Non-UZA","2336986","14","DR","Demand Response","DO","12","0.6288",,"0.0178",,"38.3121",,"1.0819",,"35.4108",,"0",,"18399",,"1036190",,"29262",,"27046",,"0",,"577788",
"Leech Lake Band of Ojibwe","Cass Lake","MN","55258","Tribe","Reduced Reporter","2022","00027","Minnesota Non-UZA","2336986","14","MB","Bus","DO","2","0.6311",,"0.0451",,"35.7109",,"2.5509",,"13.9995",,"0",,"5190",,"115132",,"8224",,"3224",,"0",,"57705",
"White Earth Band of Chippewa","Ogema","MN","55270","Tribe","Reduced Reporter","2022","00027","Minnesota Non-UZA","2336986","10","MB","Bus","DO","10","2.3999",,"0.033",,"101.149",,"1.3902",,"72.7576",,"0",,"45571",,"1381594",,"18989",,"13659",,"0",,"391145",
"Oneida Tribe of Indians of Wisconsin","Green Bay","WI","55276","Tribe","Reduced Reporter","2022","00055","Wisconsin Non-UZA","2782206","9","DR","Demand Response","DO","9","1.0549",,"0.0172",,"143.5941",,"2.3405",,"61.3531",,"0",,"25426",,"1478732",,"24102",,"10298",,"0",,"195673",
"Bad River Band of Lake Superior Tribe of Chippewa, dba: Bad River Transit","Odanah","WI","55282","Tribe","Reduced Reporter","2022","00055","Wisconsin Non-UZA","2782206","2","MB","Bus","DO","2","1.0567",,"0.0545",,"59.2518",,"3.0565",,"19.3853",,"0",,"26849",,"492560",,"25409",,"8313",,"0",,"218294",
"Lac du Flambeau Band of Lake Superior Chippewa Indians","Lac Du Flambeau","WI","55300","Tribe","Reduced Reporter","2022","00055","Wisconsin Non-UZA","2782206","5","MB","Bus","DO","0","0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",
"Lac du Flambeau Band of Lake Superior Chippewa Indians","Lac Du Flambeau","WI","55300","Tribe","Reduced Reporter","2022","00055","Wisconsin Non-UZA","2782206","5","DR","Demand Response","DO","5","0.6801",,"0.0185",,"189.8557",,"5.1539",,"36.8373",,"0",,"11342",,"614373",,"16678",,"3236",,"0",,"67439",
"Sangamon County","Springfield","IL","55307","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"5","DR","Demand Response","DO","5","2.4726",,"0.0161",,"230.1239",,"1.4976",,"153.6587",,"0",,"10939",,"679786",,"4424",,"2954",,"0",,"72910",
"City of Stoughton","Stoughton","WI","55308","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","53200","Madison, WI","450305","6","DR","Demand Response","PT","6","4.7206",,"0.3354",,"32.6358",,"2.3188",,"14.0745",,"0",,"105072",,"313271",,"22258",,"9599",,"0",,"77047",
"Kankakee-Iroquois Regional Planning Commission","Monon","IN","55310","MPO, COG or Other Planning Agency","Rural Reporter","2022",,,,"18","DR","Demand Response","DO","18","0.6409",,"0.0187",,"64.9622",,"1.8967",,"34.2508",,"0",,"20021",,"1069928",,"31238",,"16470",,"0",,"292080",
"City of Cincinnati, dba: Cincinnati Bell Connector","Cincinnati","OH","55311","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","16885","Cincinnati, OH--KY","1686744","4","SR","Streetcar Rail","PT","4","0","Q","0",,"236.1961",,"49.0478","Q","4.8156","Q","3.0812","Q","0",,"3337687",,"693095","Q","14131",,"1083257","Q","88770","Q"
"City of Milwaukee","Milwaukee","WI","55312","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","57466","Milwaukee, WI","1306795","3","SR","Streetcar Rail","PT","3","0",,"0",,"330.9601",,"25.6166",,"12.9197",,"11.0457",,"0",,"4807526",,"372107",,"14526",,"435239",,"82217",
"Marshall County","Lacon","IL","55313","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"10","DR","Demand Response","DO","10","0.6374",,"0.0212",,"40.042",,"1.3301",,"30.1049",,"0",,"6090",,"287622",,"9554",,"7183",,"0",,"136853",
"Central Community Transit","Willmar","MN","55314","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"28","MB","Bus","DO","7","5.4228",,"0.2223",,"83.0626",,"3.4056",,"24.3898",,"0",,"120745",,"543063",,"22266",,"6538",,"0",,"82981",
"Central Community Transit","Willmar","MN","55314","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"28","DR","Demand Response","DO","21","3.1312",,"0.2425",,"62.9857",,"4.8775",,"12.9135",,"0",,"621500",,"2563142",,"198486",,"40694",,"0",,"697891",
"Douglas County (Illinois), dba: Coles County Council on Aging","Charleston","IL","55315","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","DR","Demand Response","DO","4","0.1812",,"0.008",,"152.1148",,"6.6994",,"22.7056",,"0",,"1914",,"239885",,"10565",,"1577",,"0",,"48712",
"Jersey County","Jerseyville","IL","55316","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"15","DR","Demand Response","DO","15","1.5416",,"0.0491",,"60.8653",,"1.9388",,"31.393",,"0",,"40745",,"829716",,"26430",,"13632",,"0",,"306664",
"County of Walworth","Elkhorn","WI","55318","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"17","DR","Demand Response","PT","17","2.804",,"0.0893",,"37.9793",,"1.2101",,"31.3861",,"0",,"82278",,"920961",,"29343",,"24249",,"0",,"323619",
"Oneida-Vilas Transit Commission, dba: Northwoods Transit Connections","Rhinelander","WI","55319","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"8","DR","Demand Response","DO","6","1.4612",,"0.0726",,"41.7681",,"2.0743",,"20.136",,"0",,"30353",,"418266",,"20772",,"10014",,"0",,"131448",
"Oneida-Vilas Transit Commission, dba: Northwoods Transit Connections","Rhinelander","WI","55319","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"8","MB","Bus","DO","2","1.9623",,"0.0283",,"62.3635",,"0.8994",,"69.3414",,"0",,"4472",,"158029",,"2279",,"2534",,"0",,"75641",
"Faribault-Martin Counties Joint Powers","Fairmont","MN","55320","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"9","MB","Bus","DO","3","1.7498",,"0.0736",,"46.5939",,"1.9595",,"23.7786",,"0",,"24121",,"327788",,"13785",,"7035",,"0",,"64247",
"Faribault-Martin Counties Joint Powers","Fairmont","MN","55320","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"9","DR","Demand Response","DO","6","2.2983",,"0.059",,"55.3076",,"1.4191",,"38.974",,"0",,"50609",,"858208",,"22020",,"15517",,"0",,"277362",
"Peoples Express","Whitmore Lake","MI","55321","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"41","DR","Demand Response","DO","41","1.4391",,"0.0473",,"51.0517",,"1.6768",,"30.4457",,"0",,"96388",,"2039159",,"66977",,"39943",,"0",,"804911",
"Western-Washtenaw Area Value Express","Chelsea","MI","55322","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"13","MB","Bus","DO","4","0.2992",,"0.0165",,"35.6103",,"1.9593",,"18.1746",,"0",,"1456",,"88456",,"4867",,"2484",,"0",,"38893",
"Western-Washtenaw Area Value Express","Chelsea","MI","55322","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"13","DR","Demand Response","DO","9","3.3383",,"0.0794",,"40.9998",,"0.9756",,"42.0235",,"0",,"82088",,"1033358",,"24590",,"25204",,"0",,"293916",
"Pioneer Resources - Muskegon","Muskegon","MI","55323","Private-Non-Profit Corporation","Rural Reporter","2022","60841","Muskegon--Norton Shores, MI","166414","5","DR","Demand Response","DO","5","0",,"0",,"64.7362",,"2.6494",,"24.4343",,"0",,"0",,"177442",,"7262",,"2741",,"0",,"38225",
"Washington County Commissioners","Marietta","OH","55324","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022","67672","Parkersburg, WV-OH","67229","10","DR","Demand Response","PT","5","0.7015",,"0.0088",,"59.4343",,"0.7472",,"79.5419",,"0",,"3473",,"393812",,"4951",,"6626",,"0",,"67179",
"Washington County Commissioners","Marietta","OH","55324","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022","67672","Parkersburg, WV-OH","67229","10","MB","Bus","PT","5","0.6237",,"0.0155",,"58.5483",,"1.4504",,"40.3662",,"0",,"5174",,"334838",,"8295",,"5719",,"0",,"74610",
"Minnesota River Valley Transit","Saint Peter","MN","55325","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"6","DR","Demand Response","DO","6","1.3144",,"0.1235",,"57.5333",,"5.4044",,"10.6456",,"0",,"95426",,"772903",,"72603",,"13434",,"0",,"126229",
"United Community Action Partnership, Inc.","Marshall","MN","55326","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"38","MB","Bus","DO","3","0.6147",,"0.0264",,"57.5705",,"2.4761",,"23.2502",,"0",,"9885",,"373863",,"16080",,"6494",,"0",,"73029",
"United Community Action Partnership, Inc.","Marshall","MN","55326","Independent Public Agency or Authority of Transit Service","Rural Reporter","2022",,,,"38","DR","Demand Response","DO","35","5.5794",,"0.2445",,"75.2406",,"3.2973",,"22.819",,"0",,"794341",,"3248739",,"142370",,"43178",,"0",,"702429",
"County of Clark","Neillsville","WI","55327","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"4","DR","Demand Response","TX","4","3.7649",,"0.1451",,"33.015",,"1.2724",,"25.9461",,"0",,"46316",,"319189",,"12302",,"9668",,"0",,"112958",
"Key Opportunities","Hillsdale","MI","55440","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"8","DR","Demand Response","DO","8","1.292",,"0.0102",,"83.492",,"0.658",,"126.897",,"0",,"1593",,"156464",,"1233",,"1874",,"0",,"26085",
"Coshocton County Coordinated Transportation Agency","Coshocton","OH","55469","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"9","DR","Demand Response","DO","9","0.3706",,"0.0083",,"57.7641",,"1.2929",,"44.6766",,"0",,"7324",,"882809",,"19760",,"15283",,"0",,"318709",
"FRS Transportation, Inc",,"OH","55474","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"22","DR","Demand Response","DO","22","0.6779",,"0.0166",,"79.0639",,"1.9315",,"40.934",,"0",,"63918",,"3859423",,"94284",,"48814",,"0",,"1333122",
"Henry County Transportation Network","Napoleon","OH","55480","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"20","DR","Demand Response","DO","20","0.196",,"0.0058",,"96.0669",,"2.8523",,"33.6809",,"0",,"10953",,"1882526",,"55893",,"19596",,"0",,"644472",
"Morrow County Area Transit","Mount Gilead","OH","55491","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022",,,,"20","DR","Demand Response","DO","20","0.621",,"0.0135",,"50.4322",,"1.094",,"46.0983",,"0",,"18840",,"1398485",,"30337",,"27730",,"0",,"978691",
"Access Tusc","New Philadelphia","OH","55657","Private-Non-Profit Corporation","Rural Reporter","2022",,,,"8","DR","Demand Response","DO","8","4.1685",,"0.0972",,"64.4313",,"1.5027",,"42.8768",,"0",,"63624",,"654429",,"15263",,"10157",,"0",,"202856",
