"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","mode","mode_name","type_of_service","mode_voms","fare_revenues_per_unlinked","fare_revenues_per_unlinked_1","fare_revenues_per_total","fare_revenues_per_total_1","cost_per_hour","cost_per_hour_questionable","passengers_per_hour","passengers_per_hour_1","cost_per_passenger","cost_per_passenger_1","cost_per_passenger_mile","cost_per_passenger_mile_1","fare_revenues_earned","fare_revenues_earned_1","total_operating_expenses","total_operating_expenses_1","unlinked_passenger_trips","unlinked_passenger_trips_1","vehicle_revenue_hours","vehicle_revenue_hours_1","passenger_miles","passenger_miles_questionable","vehicle_revenue_miles","vehicle_revenue_miles_1"
"Fond du Lac, Wisconsin, dba: Fond du Lac Area Transit","Fond Du Lac","WI","50171","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","30223","Fond du Lac, WI","54731","22","DR","Demand Response","PT","5","6.4188",,"0.1831",,"34.8319",,"0.9937",,"35.0526",,"0",,"47621",,"260055",,"7419",,"7466",,,,"50780",
"Fond du Lac, Wisconsin, dba: Fond du Lac Area Transit","Fond Du Lac","WI","50171","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","30223","Fond du Lac, WI","54731","22","DR","Demand Response","TX","9","3.6752",,"0.3153",,"59.9394",,"5.1429",,"11.6549",,"0",,"25271",,"80139",,"6876",,"1337",,,,"28162",
"Fond du Lac, Wisconsin, dba: Fond du Lac Area Transit","Fond Du Lac","WI","50171","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","30223","Fond du Lac, WI","54731","22","MB","Bus","DO","7","1.2065",,"0.1221",,"98.3224",,"9.9501",,"9.8816",,"0",,"150340",,"1231292",,"124605",,"12523",,,,"162451",
"Fond du Lac, Wisconsin, dba: Fond du Lac Area Transit","Fond Du Lac","WI","50171","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","30223","Fond du Lac, WI","54731","22","MB","Bus","PT","1","0.6254",,"0.0909",,"111.9721",,"16.2812",,"6.8774",,"0",,"5468",,"60129",,"8743",,"537",,,,"6137",
"City of Danville, dba: Danville Mass Transit","Danville","IL","50174","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","15211","Champaign, IL","147452","12","DR","Demand Response","PT","2","2.3304",,"0.1159",,"62.986",,"3.1313",,"20.1147",,"0",,"12500",,"107895",,"5364",,"1713",,,,"22800",
"City of Danville, dba: Danville Mass Transit","Danville","IL","50174","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","15211","Champaign, IL","147452","12","MB","Bus","DO","10","0.5671",,"0.0847",,"128.105",,"19.1363",,"6.6944",,"0",,"267563",,"3158558",,"471824",,"24656",,,,"548495",
"City of DeKalb, dba: City of DeKalb Public Transit","Dekalb","IL","50176","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","22960","DeKalb, IL","64736","33","DR","Demand Response","PT","14","0.7504",,"0.0176",,"105.5664",,"2.4701",,"42.7381",,"8.9567",,"67364",,"3836601",,"89770",,"36343",,"428351",,"416614",
"City of DeKalb, dba: City of DeKalb Public Transit","Dekalb","IL","50176","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","22960","DeKalb, IL","64736","33","MB","Bus","PT","19","2.1204",,"0.3266",,"85.6556",,"13.1915",,"6.4932",,"3.1779","W","1785157",,"5466542",,"841881",,"63820",,"1720181","W","911352",
"City of Columbus, dba: ColumBus Transit","Columbus","IN","50177","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","19126","Columbus, IN","60982","10","DR","Demand Response","DO","5","0",,"0",,"56.3546",,"1.901",,"29.6448",,"0",,"0",,"486115",,"16398",,"8626",,,,"60144",
"City of Columbus, dba: ColumBus Transit","Columbus","IN","50177","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","19126","Columbus, IN","60982","10","MB","Bus","DO","5","0",,"0",,"79.6352",,"9.9066",,"8.0386",,"0",,"0",,"1687469",,"209921",,"21190",,,,"253049",
"Porter County Aging and Community Services, Inc.","Valparaiso","IN","50179","Private-Non-Profit Corporation","Reduced Reporter","2024","16264","Chicago, IL--IN","8671746","7","DR","Demand Response","DO","7","0.3101",,"0.0058",,"75.6554",,"1.427",,"53.0154",,"0",,"4637",,"792793",,"14954",,"10479",,,,"139234",
"Livingston County Board of Commissioners, dba: Livingston Essential Transportation Service","Howell","MI","50180","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","83332","South Lyon--Hamburg--Genoa, MI","145963","27","DR","Demand Response","DO","27","3.6917",,"0.1064",,"100.7841",,"2.9057",,"34.6844",,"0",,"553568",,"5200961",,"149951",,"51605",,,,"1256130",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50182","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","16264","Chicago, IL--IN","8671746","1480","DR","Demand Response","PT","813","2.7205",,"0.0374",,"113.4267",,"1.5588",,"72.7634",,"9.0034",,"6956108",,"186048724",,"2556900",,"1640255",,"20664277",,"21572965",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50182","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","16264","Chicago, IL--IN","8671746","1480","DR","Demand Response","TN","267","2.8834",,"0.0774",,"107.6936",,"2.8926",,"37.2312",,"6.9206",,"729654",,"9421360",,"253050",,"87483",,"1361358",,"1221219",
"Pace, the Suburban Bus Division of the Regional Transportation Authority, dba: Pace Suburban Bus","Arlington Heights","IL","50182","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","16264","Chicago, IL--IN","8671746","1480","DR","Demand Response","TX","400","2.7643",,"0.0458",,"98.7181",,"1.6361",,"60.3382",,"4.2035",,"1119846",,"24443290",,"405105",,"247607",,"5815047",,"5106502",
"City of Valparaiso, dba: Valpo Transit","Valparaiso","IN","50183","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","90095","Valparaiso--Shorewood Forest, IN","51867","9","CB","Commuter Bus","PT","5","7.2254",,"0.1794",,"391.2829",,"9.7168",,"40.2686",,"0",,"293047",,"1633215",,"40558",,"4174",,,,"139129",
"City of Valparaiso, dba: Valpo Transit","Valparaiso","IN","50183","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","90095","Valparaiso--Shorewood Forest, IN","51867","9","MB","Bus","PT","4","2.2374",,"0.1927",,"73.7861",,"6.3563",,"11.6083",,"0",,"186004",,"965048",,"83134",,"13079",,,,"170870",
"Macatawa Area Express Transportation Authority","Holland","MI","50184","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","39430","Holland, MI","107034","23","DR","Demand Response","DO","14","1.7267",,"0.0239",,"125.747",,"1.7427",,"72.157",,"15.7954",,"84033",,"3511737",,"48668",,"27927",,"222326",,"330706",
"Macatawa Area Express Transportation Authority","Holland","MI","50184","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","39430","Holland, MI","107034","23","MB","Bus","DO","9","0.7648",,"0.0481",,"114.7088",,"7.2085",,"15.913",,"3.84",,"150875",,"3139237",,"197275",,"27367",,"817508",,"337681",
"Lawrence County Port Authority, dba: Lawrence County Transit","Ironton","OH","50186","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","40753","Huntington, WV--KY--OH","200157","20","DR","Demand Response","PT","13","16.5896",,"0.1805",,"94.9476",,"1.033",,"91.9148",,"0",,"119976",,"664728",,"7232",,"7001",,,,"101339",
"Lawrence County Port Authority, dba: Lawrence County Transit","Ironton","OH","50186","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","40753","Huntington, WV--KY--OH","200157","20","MB","Bus","PT","7","0.264",,"0.0049",,"64.8632",,"1.2104",,"53.5882",,"0",,"2427",,"492636",,"9193",,"7595",,,,"157456",
"Mid-Ohio Regional Planning Commission, dba: MORPC Gohio Commute","Columbus","OH","50191","MPO, COG or Other Planning Agency","Full Reporter","2024","19234","Columbus, OH","1567254","34","VP","Vanpool","PT","34","6.9228",,"0.5818",,"54.1258",,"4.5485",,"11.8996",,"0.272",,"419804",,"721605",,"60641",,"13332",,"2652711",,"624040",
"Michigan Department of Transportation, dba: MichiVan","Lansing","MI","50193","State Government Unit or Department of Transportation","Full Reporter","2024","23824","Detroit, MI","3776890","186","VP","Vanpool","PT","186","7.1902",,"1.0309",,"28.3422",,"4.0635",,"6.9748",,"0.1598",,"2042312",,"1981121",,"284040",,"69900",,"12393796",,"3459486",
"Boone County Council on Aging","Belvidere","IL","50194","Private-Non-Profit Corporation","Reduced Reporter","2024","75718","Rockford, IL","276443","7","DR","Demand Response","DO","7","0.7012",,"0.023",,"69.2348",,"2.2671",,"30.5395",,"0",,"18013",,"784499",,"25688",,"11331",,,,"111680",
"City of Shelby, dba: City of Shelby Taxi","Shelby","OH","50195","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","54091","Mansfield, OH","73545","1","DR","Demand Response","DO","1","0.2898",,"0.0467",,"23.9717",,"3.8672",,"6.1988",,"0",,"1822",,"38978",,"6288",,"1626",,,,"16851",
"Harbor Transit Multi-Modal Transportation System, dba: Harbor Transit","Grand Haven","MI","50196","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","60841","Muskegon--Norton Shores, MI","166414","24","DR","Demand Response","DO","22","0.7103",,"0.0321",,"79.3967",,"3.5827",,"22.1614",,"0",,"123458",,"3851851",,"173809",,"48514",,,,"661775",
"Harbor Transit Multi-Modal Transportation System, dba: Harbor Transit","Grand Haven","MI","50196","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","60841","Muskegon--Norton Shores, MI","166414","24","MB","Bus","DO","2","1.6623",,"0.2026",,"39.1269",,"4.7686",,"8.2051",,"0",,"15862",,"78293",,"9542",,"2001",,,,"28056",
"Medina County","Medina","OH","50198","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","17668","Cleveland, OH","1712178","23","DR","Demand Response","DO","18","11.0188",,"0.2922",,"88.9294",,"2.3585",,"37.7053",,"3.3002",,"741005",,"2535644",,"67249",,"28513",,"768320",,"324544",
"Medina County","Medina","OH","50198","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","17668","Cleveland, OH","1712178","23","DR","Demand Response","TX","5","0",,"0",,"178.9089",,"1.7768",,"100.6932",,"3.9028",,,,"257271",,"2555",,"1438",,"65919",,"51133",
"Delaware County Transit Board","Delaware","OH","50199","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","19234","Columbus, OH","1567254","22","DR","Demand Response","DO","22","7.0209",,"0.2197",,"104.0998",,"3.2575",,"31.9568",,"7.232",,"1085015",,"4938597",,"154540",,"47441",,"682885",,"842217",
"County of Warren, dba: Warren County Transit Service","Lebanon","OH","50200","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","16885","Cincinnati, OH--KY","1686744","16","DR","Demand Response","PT","16","1.5149",,"0.0559",,"45.4076",,"1.6753",,"27.1042",,"0",,"83332",,"1491003",,"55010",,"32836",,,,"434753",
"Hancock County Senior Services, dba: RIDE Hancock","Greenfield","IN","50201","Private-Non-Profit Corporation","Reduced Reporter","2024","41212","Indianapolis, IN","1699881","11","DR","Demand Response","DO","11","3.5769",,"0.0919",,"55.4041",,"1.4233",,"38.9273",,"0",,"63097",,"686678",,"17640",,"12394",,,,"158232",
"City of West Bend, dba: City of West Bend Shared-Ride Taxi","West Bend","WI","50202","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"11","DR","Demand Response","PT","11","5.658",,"0.3132",,"35.4916",,"1.965",,"18.0623",,"0",,"406107",,"1296437",,"71776",,"36528",,,,"304494",
"Jackson County Mass Transit District","Carbondale","IL","50204","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"20","MB","Bus","DO","20","4.3387",,"0.207",,"108.3674",,"5.1714",,"20.9549",,"0",,"483163",,"2333583",,"111362",,"21534",,,,"336090",
"City of Mankato, dba: Mankato Transit System","Mankato","MN","50205","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","53983","Mankato, MN","60206","18","DR","Demand Response","DO","7","5.7123",,"0.1181",,"133.8239",,"2.7661",,"48.3794",,"0",,"163776",,"1387085",,"28671",,"10365",,,,"155199",
"City of Mankato, dba: Mankato Transit System","Mankato","MN","50205","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","53983","Mankato, MN","60206","18","MB","Bus","DO","11","0.2241",,"0.0273",,"121.6028",,"14.802",,"8.2153",,"0",,"96987",,"3556153",,"432870",,"29244",,,,"392518",
"City of Midland, dba: City of Midland Dial-A-Ride","Midland","MI","50207","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","56980","Midland, MI","52340","12","DR","Demand Response","DO","12","1.0206",,"0.0398",,"92.6086",,"3.6092",,"25.6589",,"0",,"108752",,"2734084",,"106555",,"29523",,,,"441898",
"Midland County Board of Commissioners, dba: Education and Training Connection","Midland","MI","50208","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","56980","Midland, MI","52340","23","DR","Demand Response","DO","23","2.4533",,"0.0416",,"83.4667",,"1.4138",,"59.0367",,"0",,"158091",,"3804328",,"64440",,"45579",,,,"1048777",
"Central Indiana Regional Transportation Authority","Indianapolis","IN","50209","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","41212","Indianapolis, IN","1699881","16","MB","Bus","PT","2","0",,"0",,"134.3897",,"2.9603",,"45.397",,"4.9028",,,,"914522",,"20145",,"6805",,"186532",,"159202",
"Central Indiana Regional Transportation Authority","Indianapolis","IN","50209","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","41212","Indianapolis, IN","1699881","16","VP","Vanpool","PT","14","5.5599",,"0.7933",,"50.7927",,"7.2475",,"7.0083",,"0.1437",,"342430",,"431636",,"61589",,"8498",,"3003923",,"333837",
"City of Hartford, dba: Hartford City Taxi","Hartford","WI","50210","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"2","DR","Demand Response","DO","2","4.3494",,"0.2476",,"45.3727",,"2.5827",,"17.568",,"0",,"65950",,"266383",,"15163",,"5871",,,,"31303",
"Rides Mass Transit District","Harrisburg","IL","50211","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"116","MB","Bus","DO","116","0.1518",,"0.0057",,"119.0712",,"4.5057",,"26.4266",,"0",,"96574",,"16814994",,"636290",,"141218",,,,"2511829",
"M-1 Rail, dba: QLINE Detroit","Detroit","MI","50213","Private-Non-Profit Corporation","Full Reporter","2024","23824","Detroit, MI","3776890","4","SR","Streetcar Rail","DO","4","0",,"0",,"829.6685",,"84.2249",,"9.8506",,"6.0619",,,,"11260261",,"1143100",,"13572",,"1857538",,"108652",
"Voluntary Action Center","Sycamore","IL","50215","Private-Non-Profit Corporation","Reduced Reporter","2024","22960","DeKalb, IL","64736","19","DR","Demand Response","DO","19","3.8823",,"0.0949",,"104.2869",,"2.5495",,"40.9056",,"0",,"212962",,"2243838",,"54854",,"21516",,,,"327452",
"Iosco Transit Corporation","East Tawas","MI","50217","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"6","DR","Demand Response","DO","6","2.9168",,"0.1153",,"85.3938",,"3.3758",,"25.2959",,"0",,"89583",,"776913",,"30713",,"9098",,,,"188171",
"City of Ottawa, dba: North Central Area Transit","Ottawa","IL","50219","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"21","DR","Demand Response","DO","21","2.6041",,"0.0712",,"114.0419",,"3.1197",,"36.5554",,"0",,"189351",,"2658088",,"72714",,"23308",,,,"635327",
"City of Shawano, dba: Shawano City Cab","Shawano","WI","50220","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"5","DR","Demand Response","PT","5","6.0613",,"0.5144",,"35.3555",,"3.0004",,"11.7835",,"0",,"216073",,"420059",,"35648",,"11881",,,,"130549",
"Bond County, dba: Bond County Transit","Greenville","IL","50221","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"16","DR","Demand Response","DO","16","0.8315",,"0.0363",,"39.6835",,"1.7308",,"22.9275",,"0",,"25878",,"713549",,"31122",,"17981",,,,"237061",
"CRIS Rural Mass Transit District","Danville","IL","50223","Independent Public Agency or Authority of Transit Service","Rural Reporter","2024",,,,"16","DR","Demand Response","DO","16","0.9775",,"0.0314",,"109.2077",,"3.5097",,"31.1159",,"0",,"56370",,"1794392",,"57668",,"16431",,,,"363311",
